,item_name,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5
1002,Organic Sunday Bacon,Large Alfresco Eggs,Organic Grade A Free Range Large Brown Eggs,Uncured Genoa Salami,Organic Hass Avocado,Apple Honeycrisp Organic
1003,Organic Green Leaf Lettuce,Organic Romaine Lettuce,Red Vine Tomato,Michigan Organic Kale,Organic Tomato Cluster,Roma Tomato
1004,Sugar Snap Peas,Orange Bell Pepper,Organic Baby Carrots,Organic Red Bell Pepper,Asparagus,Organic Broccoli
1005,Chopped Tomatoes,Organic Yellow Onion,Organic Baby Spinach,Banana,Bag of Organic Bananas,NA
1006,Large Grapefruit,Organic Kiwi,Organic Granny Smith Apple,Organic Navel Orange,Red Raspberries,Organic Avocado
1007,Organic Sliced Crimini Mushrooms,Red Peppers,Organic Zucchini,Organic Yellow Onion,Organic Lemon,Organic Baby Spinach
1008,Citrus Mandarins Organic,Organic Raspberries,Bag of Organic Bananas,Organic Strawberries,Organic Hass Avocado,Banana
1009,"Crispy Wheat, Crackers",Organic Whole String Cheese,Original Hummus,Apple Honeycrisp Organic,Organic Whole Milk,Bag of Organic Bananas
1010,Organic Homestyle Mini Waffles,Organic Whole Milk,Organic Strawberries,Organic Raspberries,Banana,Bag of Organic Bananas
1011,Large Greenhouse Tomato,Red Onion,Cucumber Kirby,Organic Avocado,Yellow Onions,Organic Red Onion
1012,Red Vine Tomato,Romaine Lettuce,Iceberg Lettuce,Cucumber Kirby,Organic Iceberg Lettuce,Organic Green Leaf Lettuce
1013,Organic Cheddar Bunnies,Organic Whole Milk,Bag of Organic Bananas,Organic Strawberries,Organic Hass Avocado,Banana
1014,Organic Hot House Tomato,Organic Red Onion,Organic Cucumber,Organic Yellow Onion,Organic Hass Avocado,Organic Garlic
1015,"Tortillas, Corn, Organic",Organic Hass Avocado,Organic Large Extra Fancy Fuji Apple,Organic Lemon,Organic Yellow Onion,Organic Raspberries
1016,Organic Wheat-Free & Gluten-Free Original Crackers,Original Hummus,Sparkling Water Grapefruit,Organic Large Extra Fancy Fuji Apple,Organic Lemon,Organic Hass Avocado
1017,Yobaby Organic Plain Yogurt,Organic Whole Milk,Organic Hass Avocado,Organic Raspberries,Bag of Organic Bananas,Organic Strawberries
1018,100 Calorie  Per Bag Popcorn,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Lime Sparkling Water,Honeycrisp Apple,Apple Honeycrisp Organic,Sparkling Water Grapefruit
1019,Organic Long Grain White Rice,Boneless Skinless Chicken Breasts,Organic Garlic,Organic Yellow Onion,Yellow Onions,Organic Cilantro
1020,Artichokes,Asparagus,Fresh Cauliflower,Organic Zucchini,Large Lemon,Organic Avocado
1021,Organic Red Cherry Tomato,Organic Hass Avocado,Organic Strawberries,Organic Baby Spinach,Bag of Organic Bananas,Banana
1022,Blueberries Pint,Organic Fuji Apple,Organic Avocado,Strawberries,Banana,Organic Strawberries
1023,Yellow Onions,Celery,85% Lean Ground Beef,Poblano Pepper,Fresh CA Grown Eggs,90% Lean Ground Beef
1024,Celery Sticks,Raspberries,Organic Baby Carrots,Strawberries,Banana,Organic Baby Spinach
1025,Organic Mint Bunch,Limes,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA
1026,Organic Whole Wheat Elbows,Organic Whole Milk,Organic Baby Spinach,Organic Strawberries,Bag of Organic Bananas,Banana
1027,Organic Riced Cauliflower,Organic Garnet Sweet Potato (Yam),Organic Zucchini,Fresh Cauliflower,Organic Red Onion,Organic Baby Spinach
1028,Organic Muenster Cheese Slices,Organic Whole String Cheese,Organic Whole Milk,Apple Honeycrisp Organic,Organic Hass Avocado,Organic Strawberries
1029,Golden Delicious Apple,Organic Fuji Apple,Banana,NA,NA,NA
1030,Kidz All Natural Baked Chicken Nuggets,Organic Whole String Cheese,Organic Whole Milk,Organic Strawberries,Banana,Organic Raspberries
1031,Organic String Cheese,Half & Half,Sparkling Water Grapefruit,Organic Raspberries,Organic Whole Milk,Bag of Organic Bananas
1032,Sweet Onion,Organic Green Cabbage,Organic Roma Tomato,Garlic,Organic Cilantro,Fresh Cauliflower
1033,Fresh Whole Chicken,Organic Whole Milk,Large Lemon,Organic Avocado,Banana,Organic Baby Spinach
1034,Red Mango,Organic Kiwi,Strawberries,Banana,Organic Avocado,Large Lemon
1035,Crackers Harvest Whole Wheat,Organic Whole String Cheese,Apple Honeycrisp Organic,Organic Whole Milk,Organic Hass Avocado,Organic Raspberries
1036,Large Pineapple Chunks,Organic Avocado,Large Lemon,Banana,Organic Baby Spinach,Organic Strawberries
1037,Guacamole,Watermelon Chunks,Organic Grade A Free Range Large Brown Eggs,Organic Red Bell Pepper,Lime Sparkling Water,Jalapeno Peppers
1038,Bicolor Sweet Corn,Boneless Skinless Chicken Breasts,Cucumber Kirby,Honeycrisp Apple,Organic Red Bell Pepper,Organic Whole Milk
1039,Sourdough Bread,Organic Reduced Fat Milk,Large Alfresco Eggs,Uncured Genoa Salami,Organic Whole Milk,Organic Whole String Cheese
1040,Organic English Cucumber,Organic Grape Tomatoes,Organic Hass Avocado,Organic Raspberries,Organic Small Bunch Celery,Organic Red Bell Pepper
1041,Seedless Watermelon,Strawberries,Banana,NA,NA,NA
1042,Organic Tomato Cluster,Organic Iceberg Lettuce,Organic Romaine Lettuce,Organic Cucumber,Organic Hass Avocado,Globe Eggplant
1043,Sweet Grape Tomatoes,Banana,NA,NA,NA,NA
1044,Organic All Natural Blueberry Mini Waffles,Organic Whole Milk,Organic Strawberries,Organic Raspberries,Organic Hass Avocado,Bag of Organic Bananas
1045,Cucumber & Garlic  Tzatziki,Cucumber Kirby,Original Hummus,Organic Hass Avocado,Limes,Large Lemon
1046,Original Pure Creamy Almond Milk,Organic Reduced Fat 2% Milk,Unsweetened Almondmilk,Half & Half,Sparkling Water Grapefruit,Original Hummus
1047,Sliced Baby Bella Mushrooms,Cucumber Kirby,Organic Baby Spinach,Limes,Organic Avocado,Banana
1048,Organic Long Grain Brown Rice,Organic Garlic,Organic Yellow Onion,Organic Baby Spinach,Organic Avocado,Organic Hass Avocado
1049,Organic Red On the Vine Tomato,Organic Cilantro,Organic Red Bell Pepper,Organic Hass Avocado,Organic Kiwi,Organic Cucumber
1050,Traditional Hummus,Organic Baby Carrots,Organic Avocado,Honeycrisp Apple,Large Lemon,Cucumber Kirby
1051,Kale Greens,Garlic,Broccoli Crown,Roma Tomato,Cucumber Kirby,Small Hass Avocado
1052,Classic Hummus,100% Whole Wheat Bread,Organic Peeled Whole Baby Carrots,Strawberries,Organic Fuji Apple,Banana
1053,Organic Grass-Fed Real Aged Cheddar & Macaroni Shells,Bag of Organic Bananas,NA,NA,NA,NA
1054,Organic Bernie's Farm Macaroni & Cheese,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1055,Grape White/Green Seedless,Large Yellow Flesh Nectarine,Red Raspberries,Organic Reduced Fat Milk,Watermelon Chunks,Organic Lowfat 1% Milk
1056,Air Chilled Organic Boneless Skinless Chicken Breasts,Organic Red Bell Pepper,Organic Grade A Free Range Large Brown Eggs,Organic Avocado,Organic Broccoli,Large Lemon
1057,Organic Mandarins,Bag of Organic Bananas,NA,NA,NA,NA
1058,Organic Short Grain Brown Rice,Organic Garnet Sweet Potato (Yam),Organic Unsweetened Almond Milk,Michigan Organic Kale,Carrots,Organic Garlic
1059,Organic Raspberries,Organic Homogenized Whole Milk,"Milk, Organic, Vitamin D",Frozen Organic Wild Blueberries,Maple Honey Ham,"Organic Milk Reduced Fat, 2% Milkfat"
1060,Organic Golden Round Crackers,Organic Whole Milk,Bag of Organic Bananas,Organic Strawberries,Organic Hass Avocado,Organic Baby Spinach
1061,Sweet Potato Yam,Yellow Onions,Banana,Large Lemon,Organic Avocado,Strawberries
1062,Organic Whole White Mushrooms,Organic Zucchini,Organic Cucumber,Organic Grape Tomatoes,Organic Yellow Onion,Organic Baby Spinach
1063,Peaches Large,Banana,NA,NA,NA,NA
1064,Organic Salted Individually Wrapped Quarters Butter,Organic Raspberries,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,NA
1065,Organic Orzo,Organic Garlic,Organic Yellow Onion,Large Lemon,Organic Whole Milk,Organic Baby Spinach
1066,Dried Sweetened Cranberries,Organic Baby Arugula,Honeycrisp Apple,Cucumber Kirby,Large Lemon,Organic Avocado
1067,Organic Cucumber,Organic Small Bunch Celery,Organic Romaine Lettuce,Organic Hass Avocado,Organic Red Bell Pepper,Organic Orange Bell Pepper
1068,Marinara Sauce,Grated Parmesan,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Broccoli,Shredded Parmesan,Organic Whole String Cheese
1069,Toasted Coconut Almondmilk Blend,Unsweetened Almondmilk,Bag of Organic Bananas,Organic Hass Avocado,Organic Avocado,Banana
1070,Baby Seedless Cucumbers,Organic Avocado,Organic Grape Tomatoes,Organic Large Extra Fancy Fuji Apple,Large Lemon,Organic Baby Arugula
1071,Organic Whole Milk,Whole Milk Plain Yogurt,Blueberry Whole Milk Yogurt Pouch,Yobaby Organic Plain Yogurt,Plain Whole Milk Yogurt,Yotoddler Organic Pear Spinach Mango Yogurt
1072,English Seedless Cucumber,Roma Tomato,Organic Red Bell Pepper,Orange Bell Pepper,Large Lemon,Broccoli Crown
1073,Goldfish Cheddar Baked Snack Crackers,100% Whole Wheat Bread,Strawberries,Banana,NA,NA
1074,Organic Raw Unfiltered Apple Cider Vinegar,Organic Ginger Root,Organic Lemon,Organic Garlic,Organic Hass Avocado,Organic Yellow Onion
1075,Water,Sparkling Natural Mineral Water,Organic Hass Avocado,Organic Raspberries,Bag of Organic Bananas,Large Lemon
1076,Tzatziki,Organic Avocado,Large Lemon,Organic Baby Spinach,Organic Strawberries,Banana
1077,Organic Multi Grain Squares Cereal,Organic Whole Milk,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana
1078,Organic Whole Wheat Tortillas,Organic Raspberries,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Organic Baby Spinach
1079,Organic Granny Smith Apple,Organic Red Delicious Apple,Organic Cripps Pink Apples,Organic Golden Delicious Apple,Organic Banana,Organic Cucumber
1080,Dairy Free Unsweetened Coconut Milk,Organic Unsweetened Almond Milk,Organic Baby Spinach,Organic Zucchini,Organic Hass Avocado,Organic Avocado
1081,Wild Albacore Tuna No Salt Added,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,NA
1082,Sweet Potatoes,Organic Avocado,Strawberries,Cucumber Kirby,Organic Baby Spinach,Organic Zucchini
1083,90% Lean Ground Beef,Organic Avocado,Honeycrisp Apple,Yellow Onions,Organic Yellow Onion,Strawberries
1084,"Hummus, Hope, Original Recipe",Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Large Lemon
1085,Organic Lemon,Organic Hass Avocado,Organic Lacinato (Dinosaur) Kale,Organic Large Green Asparagus,Organic Cucumber,Organic Thyme
1086,Bunny Pasta with Yummy Cheese Macaroni & Cheese,Organic Whole String Cheese,Organic Whole Milk,Honeycrisp Apple,Banana,Organic Strawberries
1087,Organic Vanilla Almond Milk,Organic Unsweetened Almond Milk,Organic Cucumber,Organic Hass Avocado,Organic Whole Milk,Bag of Organic Bananas
1088,Extra Virgin Olive Oil,Apple Cider Vinegar,Frozen Broccoli Florets,Garlic,Shallot,Organic Extra Firm Tofu
1089,Organic Romaine,Organic Shredded Carrots,"Organic Red Radish, Bunch",Organic Hothouse Cucumbers,Organic Cucumber,Organic Broccoli
1090,Organic Grass-Fed Classic Mild Cheddar Macaroni & Cheese,Bag of Organic Bananas,NA,NA,NA,NA
1091,Cinnamon Raisin Bread,Organic Whole Milk,Banana,Organic Strawberries,Organic Raspberries,Bag of Organic Bananas
1092,Organic Brussel Sprouts,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,NA
1093,Michigan Organic Kale,Organic Purple Kale,Collard Greens,Organic Red Chard Greens,Organic Spinach Bunch,Organic Small Bunch Celery
1094,Organic Avocados Hass Variety,Bag of Organic Bananas,NA,NA,NA,NA
1095,Large Alfresco Eggs,Organic Whole Grassmilk Milk,Unsalted Pure Irish Butter,Pure Irish Butter,Unsweetened Almondmilk,Bag of Organic Bananas
1096,Low Fat Plain Yogurt,Organic Whole Milk,Banana,Bag of Organic Bananas,Organic Baby Spinach,Organic Avocado
1097,Baby Portabella Mushrooms,Cucumber Kirby,Organic Avocado,Organic Zucchini,Large Lemon,Limes
1098,Organic Old Fashioned Rolled Oats,Organic Unsweetened Almond Milk,Frozen Organic Wild Blueberries,Organic Whole Strawberries,Organic Whole String Cheese,Organic Black Beans
1099,Organic Grape Tomatoes,Organic Hothouse Cucumbers,Baby Seedless Cucumbers,Organic Orange Bell Pepper,Organic Bell Pepper,Organic English Cucumber
1100,Large Lemon,Fresh Whole Chicken,Large Pineapple Chunks,Organic Bagged Carrots,Organic Air Chilled Whole Chicken,Shallot
1101,Coho Salmon,Organic Avocado,Organic Strawberries,Organic Hass Avocado,Organic Baby Spinach,Banana
1102,Baby Cut Carrots,Strawberries,Banana,NA,NA,NA
1103,White English Muffins,Organic Whole Milk,Banana,NA,NA,NA
1104,Organic Baby Kale Mix,Unsweetened Almondmilk,Organic Baby Spinach,Organic Cucumber,Organic Small Bunch Celery,Organic Hass Avocado
1105,Jalapeno Hummus,Original Hummus,Sparkling Water Grapefruit,Organic Lemon,Organic Hass Avocado,Organic Raspberries
1106,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",Organic Tomato Cluster,Organic Garlic,Organic Italian Parsley Bunch,Organic Red Onion,Organic Lacinato (Dinosaur) Kale
1107,Organic Flour Tortillas,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana,NA
1108,Organic Baby Spinach,Garbanzo Beans No Salt Added,Organic Free Range Grade A Large Brown Eggs,Organic Egg Whites,Organic Baby Kale Mix,Large Pineapple Chunks
1109,Original Multigrain Spoonfuls Cereal,Organic Whole Milk,Bag of Organic Bananas,Organic Strawberries,Organic Raspberries,Organic Hass Avocado
1110,Organic 21 Grain Thin Sliced Bread,Organic Reduced Fat 2% Milk,Organic Hass Avocado,Organic Raspberries,Bag of Organic Bananas,Sparkling Water Grapefruit
1111,Reduced Fat Medium Cheddar Cheese,Banana,NA,NA,NA,NA
1112,Organic White Basmati Rice,Organic Garlic,Organic Whole Milk,Bag of Organic Bananas,Organic Hass Avocado,Organic Baby Spinach
1113,Organic Boneless Skinless Chicken Breast,Organic Red Bell Pepper,Asparagus,Michigan Organic Kale,Organic Strawberries,Limes
1114,Baby Spinach Salad,Strawberries,Banana,NA,NA,NA
1115,Unsweetened Organic Coconut Milk,Organic Yellow Onion,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries
1116,Organic Ground Turkey,Organic Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries,Banana
1117,Distilled Water,Spring Water,Bag of Organic Bananas,Organic Whole Milk,Organic Hass Avocado,Organic Raspberries
1118,Organic Cameo Apple,Bag of Organic Bananas,NA,NA,NA,NA
1119,Total 2% Lowfat Plain Greek Yogurt,Organic Reduced Fat 2% Milk,Half & Half,Organic Avocado,Banana,Unsweetened Almondmilk
1120,Honeycrisp Apple,Grade A Large Eggs Cage Free Omega 3,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,Yellow Grape Tomatoes,Banana,2% Reduced Fat Organic Milk
1121,Organic Spaghetti Pasta,Organic Gala Apples,Organic Whole Milk,Bag of Organic Bananas,Organic Yellow Onion,Organic Garlic
1122,Organic White English Muffins,Organic Whole Milk,Organic Avocado,Banana,Bag of Organic Bananas,Organic Strawberries
1123,Kale & Spinach Superfood Puffs,Organic Whole Milk,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Organic Baby Spinach
1124,Grape Tomatoes,Blueberries,Cucumber Kirby,Yellow Onions,Strawberries,Banana
1125,Tilapia Filet,Boneless Skinless Chicken Breasts,Asparagus,Broccoli Crown,Organic Zucchini,Organic Garnet Sweet Potato (Yam)
1126,Cucumber Kirby,Romaine Lettuce,Red Vine Tomato,Large Greenhouse Tomato,Roma Tomato,Yellow Bell Pepper
1127,Organic YoBaby Vanilla Yogurt,Organic Whole Milk,Organic Strawberries,Banana,Bag of Organic Bananas,NA
1128,Organic Cottage Cheese,Organic Whole Milk,Organic Hass Avocado,Organic Strawberries,Organic Avocado,Bag of Organic Bananas
1129,Sweet Italian Chicken Sausage,Organic Avocado,Organic Baby Spinach,Organic Strawberries,Banana,Bag of Organic Bananas
1130,Garlic Hummus,Organic Baby Carrots,Original Hummus,Organic Avocado,Cucumber Kirby,Large Lemon
1131,Organic Chicken Thighs,Organic Garlic,Organic Whole Milk,Organic Lemon,Organic Yellow Onion,Organic Raspberries
1132,Chopped Walnuts,Organic Baby Arugula,Michigan Organic Kale,Large Lemon,Organic Italian Parsley Bunch,Organic Red Onion
1133,Mara Natha Organic Peanut Butter Creamy,Bag of Organic Bananas,NA,NA,NA,NA
1134,Snow Peas,Organic Zucchini,Limes,Large Lemon,Organic Baby Spinach,Organic Hass Avocado
1135,Salt & Pepper Krinkle Chips,Sparkling Water Grapefruit,Organic Hass Avocado,Bag of Organic Bananas,Organic Avocado,Banana
1136,Mild Cheddar Cheese,Organic Raspberries,Organic Strawberries,Banana,Organic Hass Avocado,Bag of Organic Bananas
1137,Blueberry Pint,Organic Strawberries,Banana,NA,NA,NA
1138,Organic Garbanzo Beans No Salt Added,Organic Yellow Onion,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,Organic Strawberries
1139,Organic Red Heirloom Pasta Sauce,Organic Hass Avocado,Bag of Organic Bananas,NA,NA,NA
1140,Tomato Ketchup,2% Reduced Fat Milk,Cucumber Kirby,Strawberries,Banana,Seedless Red Grapes
1141,Almonds & Sea Salt in Dark Chocolate,Organic Reduced Fat 2% Milk,Sparkling Water Grapefruit,Organic Whole String Cheese,Half & Half,Unsweetened Almondmilk
1142,Sharp Cheddar Cheese Shredded,Banana,NA,NA,NA,NA
1143,Turkey,Banana,NA,NA,NA,NA
1144,Organic Soft Wheat Bread,Organic Whole Milk,Organic Strawberries,Banana,Bag of Organic Bananas,NA
1145,Vegetarian Organic Golden Corn,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA,NA
1146,Cream Top Smooth & Creamy Plain Yogurt,Organic Whole Milk,Banana,Bag of Organic Bananas,NA,NA
1147,Seedless Red Grapes,Yellow Grape Tomatoes,Wild Berry Smoothie,Honeycrisp Apple,Roasted Turkey,Watermelon Chunks
1148,Roasted Salted Peanuts,Limes,Banana,Organic Strawberries,Bag of Organic Bananas,NA
1149,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,Organic Whole Milk,Organic Whole String Cheese,Apple Honeycrisp Organic,Organic Raspberries,Organic Strawberries
1150,Corn Maize Tortillas,Limes,Organic Avocado,Banana,NA,NA
1151,Dried Mango,Hass Avocados,Sparkling Water Grapefruit,Organic Whole String Cheese,Original Hummus,Organic Raspberries
1152,Organic Quick Oats,Organic Unsweetened Almond Milk,Organic Whole Milk,Organic Whole String Cheese,Bag of Organic Bananas,Organic Gala Apples
1153,"Superfoods Organic Pears, Blueberries & Beets + Super Chia Fruit & Veggie Blend",Bag of Organic Bananas,NA,NA,NA,NA
1154,Whole Wheat English Muffins,Organic Whole Milk,Organic Avocado,Cucumber Kirby,Banana,Large Lemon
1155,Italian Extra Virgin Olive Oil,Organic Garlic,Boneless Skinless Chicken Breasts,Grated Parmesan,Organic Red Onion,Michigan Organic Kale
1156,Squeeze Tomato Ketchup,100% Whole Wheat Bread,Banana,Strawberries,NA,NA
1157,Ice Cream Sandwiches Vanilla,Organic Whole Milk,Organic Strawberries,Organic Avocado,Banana,Bag of Organic Bananas
1158,Frozen Organic Strawberries,Organic Blueberries,Bag of Organic Bananas,Organic Hass Avocado,Organic Baby Spinach,Banana
1159,Organic Dijon Mustard,Organic Garlic,Organic Red Onion,Organic Italian Parsley Bunch,Michigan Organic Kale,Extra Virgin Olive Oil
1160,100% Raw Coconut Water,Trilogy Kombucha Drink,Organic Raw Kombucha Gingerade,Sparkling Natural Mineral Water,Unsweetened Almondmilk,Organic Hass Avocado
1161,Organic AppleBerry Applesauce on the Go,Organic Strawberries,Banana,NA,NA,NA
1162,Organic Avocado,Grade A Large Eggs Cage Free Omega 3,Original Rotisserie Chicken,Large Pineapple Chunks,Roasted Turkey,Organic Large Brown Eggs
1163,Organic Go Go Apple Peach Applesauce,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1164,Spring Water,Sparkling Water,Italian Sparkling Mineral Water,Distilled Water,Electrolyte Enhanced Water,Soda
1165,Soft Taco Size White Flour Tortillas,Organic Whole Milk,Limes,Organic Avocado,Organic Strawberries,Banana
1166,Organic Fuji Apple,Bosc Pear,Banana,Total 0% Blueberry Acai Greek Yogurt,Fresh CA Grown Eggs,Bartlett Pears
1167,Organic Traditional Flour Tortillas,Organic Raspberries,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana
1168,Asparagus,Broccoli Crown,Tilapia Filet,Organic Broccoli,Organic Boneless Skinless Chicken Breast,Fresh Cauliflower
1169,Organic Cherry Tomatoes,Organic Avocado,Large Lemon,Organic Hass Avocado,Organic Strawberries,Organic Baby Spinach
1170,Medium Navel Orange,Small Hass Avocado,Large Lemon,Banana,Organic Large Extra Fancy Fuji Apple,Honeycrisp Apple
1171,Honey Graham Sticks,Organic Strawberries,Organic Hass Avocado,Bag of Organic Bananas,Banana,NA
1172,Organic Cinnamon Crunch Cereal,Organic Whole String Cheese,Organic Whole Milk,Apple Honeycrisp Organic,Organic Strawberries,Bag of Organic Bananas
1173,Organic Stoneground Wheat Crackers,Apple Honeycrisp Organic,Bag of Organic Bananas,Organic Whole Milk,Organic Strawberries,Organic Hass Avocado
1174,Organic Whole Grain Oatmeal Cereal Baby Food,Organic Whole Milk,Organic Hass Avocado,Bag of Organic Bananas,Banana,Organic Strawberries
1175,Organic Sea Salt Roasted Seaweed Snacks,Organic Whole String Cheese,Organic Large Extra Fancy Fuji Apple,Organic Raspberries,Organic Cucumber,Apple Honeycrisp Organic
1176,Butternut Squash,Yellow Onions,Organic Zucchini,Fresh Cauliflower,Large Lemon,Organic Avocado
1177,"Honest Face, Hand, & Baby Wipes",Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,NA,NA
1178,Organic Fresh Carrot Chips,Organic Avocado,Organic Baby Spinach,Banana,Organic Strawberries,Bag of Organic Bananas
1179,Butterhead Lettuce,Organic Avocado,Organic Hass Avocado,Limes,Organic Raspberries,Bag of Organic Bananas
1180,Organic Low Fat Cottage Cheese,Organic Raspberries,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,Banana
1181,Red Delicious Apple,Banana,NA,NA,NA,NA
1182,Roasted Salted Cashews,Sparkling Water Grapefruit,Honeycrisp Apple,Organic Whole Milk,Organic Avocado,Banana
1183,Shelled Edamame,Organic Avocado,Organic Baby Spinach,Organic Strawberries,Banana,Bag of Organic Bananas
1184,Organic Russet Potato Bag,Organic Yellow Onion,Organic Garlic,Organic Whole Milk,Bag of Organic Bananas,Organic Baby Spinach
1185,Organic Chewy Chocolate Banana Bites,Bag of Organic Bananas,NA,NA,NA,NA
1186,Organic Strawberries,Wild Berry Smoothie,"Kefir Cultured Milk Smoothie, Whole Milk, Sublime Slime Lime",Whole Organic Omega 3 Milk,YoKids Squeeze! Organic Strawberry Flavor Yogurt,Organic Reduced Fat Omega-3 Milk
1187,Black Beans Reduced Sodium,Banana,NA,NA,NA,NA
1188,Hemp Hearts Raw Shelled Hemp Seeds,Organic Hass Avocado,Organic Baby Spinach,Bag of Organic Bananas,NA,NA
1189,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Organic Extra Firm Tofu,Organic Unsweetened Almond Milk,Organic Grade A Free Range Large Brown Eggs,Michigan Organic Kale,Unsweetened Almondmilk
1190,"Ravioli, Spinach & Cheese",Organic Hass Avocado,Organic Strawberries,Bag of Organic Bananas,Banana,NA
1191,Organic Mayonnaise,Organic Small Bunch Celery,Organic Red Onion,Organic Garlic,Organic Whole Milk,Organic Cucumber
1192,Organic Brussels Sprouts,Organic Hass Avocado,Bag of Organic Bananas,NA,NA,NA
1193,Heirloom Tomato,Organic Avocado,Limes,Large Lemon,Organic Hass Avocado,Organic Strawberries
1194,Pitted Dates,Organic Avocado,Large Lemon,Organic Baby Spinach,Limes,Bag of Organic Bananas
1195,Corn Puffs with Aged White Cheddar (Lunch Packs),Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1196,Thick Medium Cheddar Slices,Organic Raspberries,Organic Strawberries,Bag of Organic Bananas,Banana,NA
1197,Yellow Corn Organic Tortillas,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,NA,NA
1198,Organic Zucchini Spirals,Organic Avocado,Organic Hass Avocado,Organic Baby Spinach,Organic Strawberries,Bag of Organic Bananas
1199,Organic Sweetened Cranberries,Bag of Organic Bananas,Organic Hass Avocado,Organic Strawberries,Organic Baby Spinach,NA
1200,Organi Cheddar Cheese Mild sliced,Organic Hass Avocado,Bag of Organic Bananas,Organic Strawberries,NA,NA
1201,Organic Hummus,Organic Hass Avocado,Bag of Organic Bananas,Organic Baby Spinach,Organic Strawberries,Banana
1202,Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,Organic Avocado,Large Lemon,Banana,Organic Strawberries,Organic Baby Spinach
1203,Mandarin Clementine,Bag of Organic Bananas,Banana,NA,NA,NA
1204,All Natural French Toast Sticks,Organic Strawberries,Banana,Bag of Organic Bananas,NA,NA
1205,Classic Whipped Cream,Organic Strawberries,Bag of Organic Bananas,Banana,NA,NA
1206,Braeburn Apple,Banana,NA,NA,NA,NA
1207,Soft Potato Bread,Organic Whole Milk,Banana,Organic Strawberries,Bag of Organic Bananas,NA
1208,Boneless Beef Sirloin Steak,Organic Avocado,Organic Baby Spinach,Banana,NA,NA
1209,Pink Cripps Apple,Banana,NA,NA,NA,NA
1210,Organic Mini Sandwich Crackers Cheddar Cheese,Organic Whole Milk,Organic Strawberries,Organic Raspberries,Bag of Organic Bananas,Organic Hass Avocado
1211,Organic Sharp Cheddar Cheese,Bag of Organic Bananas,NA,NA,NA,NA
1212,Apple Cider Vinegar,Organic Ginger Root,Michigan Organic Kale,Organic Garlic,Organic Small Bunch Celery,Organic Cucumber
1213,Club Soda,Limes,Large Lemon,Organic Hass Avocado,Banana,Organic Baby Spinach
1214,Blueberry Beet & Brown Rice Cakes,Bag of Organic Bananas,NA,NA,NA,NA
1215,Organic Bakery Tortillas Whole Spelt,Bag of Organic Bananas,NA,NA,NA,NA
1216,Organic Whole Grassmilk Milk,Large Alfresco Eggs,Organic Whole String Cheese,Bag of Organic Bananas,Organic Hass Avocado,Organic Raspberries
1217,White Nectarine,Organic Raspberries,Organic Strawberries,Banana,Bag of Organic Bananas,NA
1218,Organic Cripps Pink Apples,Organic Granny Smith Apple,Organic Raspberries,Organic Kiwi,Organic D'Anjou Pears,Bag of Organic Bananas
1219,Active Dry Yeast,Organic Garlic,Organic Baby Spinach,Bag of Organic Bananas,Banana,NA
1220,Organic Baby Arugula,"Organic Red Radish, Bunch",Goat Cheese Crumbles,Feta Cheese Crumbles,Baby Seedless Cucumbers,Organic Italian Parsley Bunch
1221,Large Grade AA Eggs,Organic Avocado,Banana,NA,NA,NA
1222,Boomchickapop Sea Salt Popcorn,Sparkling Water Grapefruit,Half & Half,Original Hummus,Apple Honeycrisp Organic,Banana
1223,Colby Jack Cheese,Organic Whole Milk,Organic Avocado,Organic Strawberries,Banana,Organic Baby Spinach
